age,author_name,author_number,browser_codename,browser_detected,browser_name,browser_version,code_author_recog,confidence,correct_author_recog_response,correct_dutch_trial_lextale_response,correct_eng_trial_lextale_response,correct_fre_trial_lextale_response,correct_response,correct_response_author_recog,correct_response_mixed,correct_response_test,count_Stream_Test_sequence,date_startdate,date_startdateUTC,date_starttime,dutch_item,dutch_item_number,dutch_word_status,eng_item,eng_item_number,eng_word_status,experiment_debug,experiment_parameters,experiment_pilot,experiment_taskname,experiment_taskversion,exposure_stream,fre_item,fre_item_number,fre_word_status,global_test_counter,jatosCondition,jatosStudyResultId,jatosVersion,language,nr_correct,ntargets,phase,queryParams_SONA_ID,response_HP_test_question_key,response_OldNew_response,response_author_recog_response,response_behavior_screening_response,response_dutch_trial_lextale_response,response_eng_trial_lextale_response,response_fre_trial_lextale_response,response_gender_input,response_handedness_input,response_informed_consent_key,response_learn_disorder_input,response_mixed_OldNew_response,response_neuro_disorder_input,response_notes_response,response_smartphone_response,response_word_origin_response,screen_availableHeight,screen_availableWidth,screen_colorDepth,screen_height,screen_pixelDepth,screen_screenX,screen_screenY,screen_width,set_origin,sona_participant_id,space_press_times,stimulus,stimulus_idx,stimulus_type,syllable_onset_time,system_os,target_onset_times,tdt_accuracy,tdt_mean_rt,tdt_total_hits,tdt_total_targets
18,None,None,Mozilla,None,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",None,None,None,None,None,None,2,None,None,None,None,17-01-26,17-01-26,08:52:38,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,0,L1_L2,1036115,3.9.8,None,None,16,None,15827,2,None,None,None,None,None,None,v,r,y,j,None,j,None,None,None,804,1280,30,832,30,0,121,1280,None,15827,[],None,None,None,[],MacIntel,[],None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",None,None,None,None,None,None,3,None,None,None,None,17-01-26,17-01-26,08:52:38,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,0,L1_L2,1036115,3.9.8,None,None,16,None,15827,3,None,None,None,None,None,None,v,r,y,j,None,j,None,None,None,804,1280,30,832,30,0,121,1280,None,15827,[],None,None,None,[],MacIntel,[],None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",None,None,None,None,None,None,2,None,None,None,None,17-01-26,17-01-26,08:52:38,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,0,L1_L2,1036115,3.9.8,None,None,16,None,15827,2,None,None,None,None,None,None,v,r,y,j,None,j,None,None,None,804,1280,30,832,30,0,121,1280,None,15827,[],None,None,None,[],MacIntel,[],None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",None,None,None,None,None,None,1,None,None,None,None,17-01-26,17-01-26,08:52:38,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,0,L1_L2,1036115,3.9.8,None,None,16,None,15827,1,None,None,None,None,None,None,v,r,y,j,None,j,None,None,None,804,1280,30,832,30,0,121,1280,None,15827,[],None,None,None,[],MacIntel,[],None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",None,None,None,None,None,None,1,None,None,None,None,17-01-26,17-01-26,08:52:38,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,0,L1_L2,1036115,3.9.8,None,None,16,None,15827,1,None,None,None,None,None,None,v,r,y,j,None,j,None,None,None,804,1280,30,832,30,0,121,1280,None,15827,[],None,None,None,[],MacIntel,[],None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",None,None,None,None,None,None,3,None,None,None,None,17-01-26,17-01-26,08:52:38,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,0,L1_L2,1036115,3.9.8,None,None,16,None,15827,3,None,None,None,None,None,None,v,r,y,j,None,j,None,None,None,804,1280,30,832,30,0,121,1280,None,15827,[],None,None,None,[],MacIntel,[],None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",None,None,None,None,None,None,None,None,None,None,0,17-01-26,17-01-26,08:52:38,None,None,None,None,None,None,0,0,0,0,0,"[14, 15, 8, 9, 6, 7, 12, 13, 0, 1, 2, 3, 10, 11, 4, 5, 10, 11, 2, 3, 0, 1, 6, 7, 12, 13, 4, 5, 14, 15, 8, 9, 2, 3, 99, 0, 1, 12, 13, 10, 11, 8, 9, 4, 5, 6, 7, 14, 15, 2, 3, 14, 15, 8, 9, 99, 12, 13, 10, 11, 4, 5, 0, 1, 6, 7, 2, 3, 8, 9, 99, 10, 11, 4, 5, 0, 1, 6, 7, 14, 15, 12, 13, 4, 5, 12, 13, 6, 7, 0, 1, 8, 9, 14, 15, 10, 11, 2, 3, 99, 0, 1, 8, 9, 6, 7, 10, 11, 14, 15, 2, 3, 4, 5, 12, 13, 4, 5, 8, 9, 10, 11, 2, 3, 12, 13, 0, 1, 6, 7, 99, 14, 15, 10, 11, 14, 15, 6, 7, 8, 9, 0, 1, 99, 2, 3, 4, 5, 12, 13, 0, 1, 2, 3, 4, 5, 8, 9, 10, 11, 6, 7, 12, 13, 14, 15, 2, 3, 4, 5, 10, 11, 12, 13, 0, 1, 8, 9, 99, 14, 15, 6, 7, 0, 1, 12, 13, 2, 3, 6, 7, 14, 15, 4, 5, 99, 10, 11, 8, 9, 12, 13, 8, 9, 14, 15, 2, 3, 0, 1, 10, 11, 4, 5, 6, 7, 4, 5, 99, 14, 15, 6, 7, 2, 3, 12, 13, 8, 9, 0, 1, 10, 11, 4, 5, 8, 9, 14, 15, 2, 3, 0, 1, 10, 11, 6, 7, 12, 13, 6, 7, 99, 12, 13, 2, 3, 4, 5, 8, 9, 10, 11, 99, 14, 15, 0, 1, 6, 7, 2, 3, 12, 13, 4, 5, 10, 11, 14, 15, 0, 1, 8, 9, 2, 3, 4, 5, 14, 15, 10, 11, 0, 1, 6, 7, 8, 9, 12, 13, 99, 10, 11, 4, 5, 14, 15, 12, 13, 6, 7, 8, 9, 2, 3, 0, 1, 99, 2, 3, 14, 15, 4, 5, 12, 13, 10, 11, 0, 1, 6, 7, 8, 9, 10, 11, 6, 7, 99, 0, 1, 14, 15, 2, 3, 8, 9, 12, 13, 4, 5, 6, 7, 10, 11, 14, 15, 2, 3, 4, 5, 12, 13, 0, 1, 8, 9, 10, 11, 99, 12, 13, 4, 5, 6, 7, 14, 15, 0, 1, 8, 9, 2, 3, 4, 5, 6, 7, 14, 15, 12, 13, 99, 8, 9, 10, 11, 2, 3, 0, 1, 2, 3, 10, 11, 12, 13, 6, 7, 4, 5, 8, 9, 0, 1, 14, 15, 99, 0, 1, 14, 15, 4, 5, 2, 3, 10, 11, 6, 7, 8, 9, 12, 13]",None,None,None,0,L1_L2,1036115,3.9.8,L1,16,16,exposure_with_TDT,15827,None,None,None,None,None,None,None,v,r,y,j,None,j,None,None,None,804,1280,30,832,30,0,121,1280,None,15827,"[1771315931259, 1771315940034, 1771315946170, 1771315953320, 1771315958596, 1771315967566, 1771315971373, 1771315976880, 1771315991214, 1771315998779, 1771316005046, 1771316007872, 1771316021786, 1771316026321, 1771316041725, 1771316048759, 1771316052994, 1771316057763, 1771316064218, 1771316070606, 1771316080261]",None,None,None,"[1771315916374, 1771315916790, 1771315917207, 1771315917624, 1771315918040, 1771315918457, 1771315918873, 1771315919290, 1771315919708, 1771315920123, 1771315920540, 1771315920957, 1771315921373, 1771315921790, 1771315922207, 1771315922623, 1771315923040, 1771315923456, 1771315923873, 1771315924290, 1771315924706, 1771315925123, 1771315925540, 1771315925956, 1771315926373, 1771315926790, 1771315927206, 1771315927624, 1771315928040, 1771315928456, 1771315928873, 1771315929289, 1771315929706, 1771315930123, 1771315930540, 1771315930957, 1771315931373, 1771315931790, 1771315932207, 1771315932623, 1771315933040, 1771315933456, 1771315933873, 1771315934289, 1771315934706, 1771315935122, 1771315935539, 1771315935956, 1771315936372, 1771315936789, 1771315937206, 1771315937623, 1771315938039, 1771315938456, 1771315938872, 1771315939289, 1771315939707, 1771315940123, 1771315940539, 1771315940956, 1771315941373, 1771315941789, 1771315942205, 1771315942622, 1771315943039, 1771315943456, 1771315943873, 1771315944289, 1771315944706, 1771315945122, 1771315945539, 1771315945956, 1771315946373, 1771315946789, 1771315947205, 1771315947622, 1771315948039, 1771315948456, 1771315948873, 1771315949289, 1771315949706, 1771315950123, 1771315950539, 1771315950956, 1771315951372, 1771315951788, 1771315952205, 1771315952623, 1771315953039, 1771315953456, 1771315953871, 1771315954290, 1771315954705, 1771315955122, 1771315955538, 1771315955955, 1771315956372, 1771315956788, 1771315957205, 1771315957622, 1771315958038, 1771315958455, 1771315958872, 1771315959289, 1771315959705, 1771315960122, 1771315960538, 1771315960955, 1771315961372, 1771315961788, 1771315962205, 1771315962622, 1771315963038, 1771315963455, 1771315963871, 1771315964288, 1771315964705, 1771315965121, 1771315965538, 1771315965955, 1771315966371, 1771315966789, 1771315967205, 1771315967621, 1771315968038, 1771315968455, 1771315968871, 1771315969288, 1771315969705, 1771315970121, 1771315970538, 1771315970954, 1771315971371, 1771315971788, 1771315972204, 1771315972621, 1771315973037, 1771315973454, 1771315973871, 1771315974287, 1771315974704, 1771315975122, 1771315975538, 1771315975955, 1771315976371, 1771315976788, 1771315977204, 1771315977621, 1771315978038, 1771315978454, 1771315978871, 1771315979287, 1771315979704, 1771315980121, 1771315980537, 1771315980954, 1771315981371, 1771315981787, 1771315982203, 1771315982621, 1771315983038, 1771315983454, 1771315983870, 1771315984288, 1771315984704, 1771315985121, 1771315985537, 1771315985955, 1771315986371, 1771315986787, 1771315987204, 1771315987620, 1771315988037, 1771315988454, 1771315988870, 1771315989287, 1771315989704, 1771315990120, 1771315990537, 1771315990954, 1771315991371, 1771315991787, 1771315992203, 1771315992620, 1771315993038, 1771315993453, 1771315993870, 1771315994287, 1771315994704, 1771315995120, 1771315995537, 1771315995954, 1771315996370, 1771315996788, 1771315997204, 1771315997620, 1771315998037, 1771315998454, 1771315998870, 1771315999287, 1771315999703, 1771316000121, 1771316000537, 1771316000953, 1771316001370, 1771316001787, 1771316002203, 1771316002620, 1771316003037, 1771316003453, 1771316003870, 1771316004287, 1771316004703, 1771316005120, 1771316005536, 1771316005954, 1771316006370, 1771316006787, 1771316007204, 1771316007620, 1771316008036, 1771316008454, 1771316008869, 1771316009286, 1771316009703, 1771316010119, 1771316010536, 1771316010953, 1771316011370, 1771316011786, 1771316012203, 1771316012620, 1771316013037, 1771316013453, 1771316013870, 1771316014286, 1771316014703, 1771316015119, 1771316015536, 1771316015953, 1771316016369, 1771316016786, 1771316017203, 1771316017619, 1771316018036, 1771316018454, 1771316018869, 1771316019286, 1771316019703, 1771316020119, 1771316020536, 1771316020952, 1771316021368, 1771316021785, 1771316022202, 1771316022619, 1771316023036, 1771316023452, 1771316023869, 1771316024286, 1771316024702, 1771316025119, 1771316025536, 1771316025953, 1771316026369, 1771316026785, 1771316027201, 1771316027619, 1771316028035, 1771316028452, 1771316028869, 1771316029285, 1771316029703, 1771316030119, 1771316030536, 1771316030952, 1771316031369, 1771316031785, 1771316032202, 1771316032619, 1771316033035, 1771316033452, 1771316033869, 1771316034286, 1771316034702, 1771316035119, 1771316035535, 1771316035952, 1771316036369, 1771316036785, 1771316037203, 1771316037619, 1771316038035, 1771316038452, 1771316038869, 1771316039286, 1771316039702, 1771316040118, 1771316040535, 1771316040952, 1771316041369, 1771316041785, 1771316042202, 1771316042619, 1771316043035, 1771316043452, 1771316043869, 1771316044285, 1771316044702, 1771316045118, 1771316045535, 1771316045951, 1771316046368, 1771316046785, 1771316047202, 1771316047618, 1771316048036, 1771316048451, 1771316048868, 1771316049285, 1771316049701, 1771316050118, 1771316050535, 1771316050952, 1771316051368, 1771316051785, 1771316052201, 1771316052618, 1771316053035, 1771316053451, 1771316053868, 1771316054284, 1771316054701, 1771316055118, 1771316055534, 1771316055951, 1771316056368, 1771316056785, 1771316057201, 1771316057618, 1771316058035, 1771316058451, 1771316058867, 1771316059284, 1771316059701, 1771316060117, 1771316060534, 1771316060951, 1771316061368, 1771316061784, 1771316062201, 1771316062618, 1771316063034, 1771316063451, 1771316063868, 1771316064284, 1771316064701, 1771316065117, 1771316065534, 1771316065951, 1771316066368, 1771316066784, 1771316067201, 1771316067617, 1771316068034, 1771316068452, 1771316068867, 1771316069284, 1771316069701, 1771316070118, 1771316070534, 1771316070951, 1771316071367, 1771316071784, 1771316072200, 1771316072617, 1771316073034, 1771316073451, 1771316073867, 1771316074283, 1771316074701, 1771316075117, 1771316075535, 1771316075951, 1771316076367, 1771316076783, 1771316077201, 1771316077617, 1771316078034, 1771316078450, 1771316078868, 1771316079284, 1771316079700, 1771316080117, 1771316080533, 1771316080950, 1771316081367, 1771316081784, 1771316082200, 1771316082617, 1771316083034, 1771316083451, 1771316083868, 1771316084284, 1771316084700, 1771316085117, 1771316085533, 1771316085950, 1771316086366, 1771316086783, 1771316087200, 1771316087617, 1771316088034, 1771316088450, 1771316088868, 1771316089283]",MacIntel,"[1771315930540, 1771315939289, 1771315945539, 1771315957622, 1771315970538, 1771315975955, 1771315990537, 1771315997620, 1771316007204, 1771316020952, 1771316025536, 1771316040952, 1771316048036, 1771316056785, 1771316069701, 1771316079284]",100,831.75,16,16
18,None,None,Mozilla,None,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",None,4,None,None,None,None,None,None,None,d,0,17-01-26,17-01-26,08:52:38,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,1,L1_L2,1036115,3.9.8,L1,None,None,OldNew_test,15827,None,d,None,None,None,None,None,v,r,y,j,None,j,None,None,None,804,1280,30,832,30,0,121,1280,1,15827,None,gi_va_test,2,pseudoword,None,MacIntel,None,None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",None,4,None,None,None,None,None,None,None,k,0,17-01-26,17-01-26,08:52:38,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,2,L1_L2,1036115,3.9.8,L1,None,None,OldNew_test,15827,None,d,None,None,None,None,None,v,r,y,j,None,j,None,None,None,804,1280,30,832,30,0,121,1280,1,15827,None,be_ge_test,9,nonword,None,MacIntel,None,None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",None,6,None,None,None,None,None,None,None,k,0,17-01-26,17-01-26,08:52:38,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,3,L1_L2,1036115,3.9.8,L1,None,None,OldNew_test,15827,None,d,None,None,None,None,None,v,r,y,j,None,j,None,None,None,804,1280,30,832,30,0,121,1280,1,15827,None,ju_wo_test,12,nonword,None,MacIntel,None,None,None,None,None
