age,author_name,author_number,browser_codename,browser_detected,browser_name,browser_version,code_author_recog,confidence,correct_author_recog_response,correct_dutch_trial_lextale_response,correct_eng_trial_lextale_response,correct_fre_trial_lextale_response,correct_response,correct_response_author_recog,correct_response_mixed,correct_response_test,count_Stream_Test_sequence,date_startdate,date_startdateUTC,date_starttime,dutch_item,dutch_item_number,dutch_word_status,eng_item,eng_item_number,eng_word_status,experiment_debug,experiment_parameters,experiment_pilot,experiment_taskname,experiment_taskversion,exposure_stream,fre_item,fre_item_number,fre_word_status,global_test_counter,jatosCondition,jatosStudyResultId,jatosVersion,language,nr_correct,ntargets,phase,queryParams_SONA_ID,response_HP_test_question_key,response_OldNew_response,response_author_recog_response,response_behavior_screening_response,response_dutch_trial_lextale_response,response_eng_trial_lextale_response,response_fre_trial_lextale_response,response_gender_input,response_handedness_input,response_informed_consent_key,response_learn_disorder_input,response_mixed_OldNew_response,response_neuro_disorder_input,response_notes_response,response_smartphone_response,response_word_origin_response,screen_availableHeight,screen_availableWidth,screen_colorDepth,screen_height,screen_pixelDepth,screen_screenX,screen_screenY,screen_width,set_origin,sona_participant_id,space_press_times,stimulus,stimulus_idx,stimulus_type,syllable_onset_time,system_os,target_onset_times,tdt_accuracy,tdt_mean_rt,tdt_total_hits,tdt_total_targets
23,None,None,Mozilla,None,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",None,None,None,None,None,None,2,None,None,None,None,06-02-26,06-02-26,18:13:12,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,0,L1_L2,1047373,3.9.8,None,None,16,None,15439,2,None,None,None,None,None,None,v,r,y,n,None,n,None,None,None,900,1440,24,900,24,0,121,1440,None,15439,[],None,None,None,[],MacIntel,[],None,None,None,None
23,None,None,Mozilla,None,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",None,None,None,None,None,None,2,None,None,None,None,06-02-26,06-02-26,18:13:12,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,0,L1_L2,1047373,3.9.8,None,None,16,None,15439,2,None,None,None,None,None,None,v,r,y,n,None,n,None,None,None,900,1440,24,900,24,0,121,1440,None,15439,[],None,None,None,[],MacIntel,[],None,None,None,None
23,None,None,Mozilla,None,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",None,None,None,None,None,None,3,None,None,None,None,06-02-26,06-02-26,18:13:12,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,0,L1_L2,1047373,3.9.8,None,None,16,None,15439,3,None,None,None,None,None,None,v,r,y,n,None,n,None,None,None,900,1440,24,900,24,0,121,1440,None,15439,[],None,None,None,[],MacIntel,[],None,None,None,None
23,None,None,Mozilla,None,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",None,None,None,None,None,None,1,None,None,None,None,06-02-26,06-02-26,18:13:12,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,0,L1_L2,1047373,3.9.8,None,None,16,None,15439,1,None,None,None,None,None,None,v,r,y,n,None,n,None,None,None,900,1440,24,900,24,0,121,1440,None,15439,[],None,None,None,[],MacIntel,[],None,None,None,None
23,None,None,Mozilla,None,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",None,None,None,None,None,None,3,None,None,None,None,06-02-26,06-02-26,18:13:12,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,0,L1_L2,1047373,3.9.8,None,None,16,None,15439,3,None,None,None,None,None,None,v,r,y,n,None,n,None,None,None,900,1440,24,900,24,0,121,1440,None,15439,[],None,None,None,[],MacIntel,[],None,None,None,None
23,None,None,Mozilla,None,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",None,None,None,None,None,None,1,None,None,None,None,06-02-26,06-02-26,18:13:12,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,0,L1_L2,1047373,3.9.8,None,None,16,None,15439,1,None,None,None,None,None,None,v,r,y,n,None,n,None,None,None,900,1440,24,900,24,0,121,1440,None,15439,[],None,None,None,[],MacIntel,[],None,None,None,None
23,None,None,Mozilla,None,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",None,None,None,None,None,None,None,None,None,None,0,06-02-26,06-02-26,18:13:12,None,None,None,None,None,None,0,0,0,0,0,"[12, 13, 8, 9, 0, 1, 2, 3, 6, 7, 4, 5, 10, 11, 14, 15, 10, 11, 0, 1, 4, 5, 12, 13, 8, 9, 99, 14, 15, 6, 7, 2, 3, 8, 9, 6, 7, 10, 11, 4, 5, 0, 1, 2, 3, 14, 15, 12, 13, 8, 9, 99, 14, 15, 2, 3, 10, 11, 12, 13, 4, 5, 6, 7, 0, 1, 8, 9, 12, 13, 4, 5, 0, 1, 14, 15, 6, 7, 99, 2, 3, 10, 11, 12, 13, 2, 3, 0, 1, 14, 15, 8, 9, 6, 7, 10, 11, 99, 4, 5, 14, 15, 12, 13, 4, 5, 8, 9, 10, 11, 0, 1, 2, 3, 99, 6, 7, 12, 13, 6, 7, 0, 1, 4, 5, 2, 3, 14, 15, 8, 9, 10, 11, 12, 13, 6, 7, 8, 9, 14, 15, 10, 11, 2, 3, 0, 1, 4, 5, 2, 3, 14, 15, 8, 9, 10, 11, 99, 6, 7, 12, 13, 0, 1, 99, 4, 5, 0, 1, 8, 9, 2, 3, 10, 11, 6, 7, 14, 15, 4, 5, 12, 13, 6, 7, 12, 13, 14, 15, 8, 9, 2, 3, 10, 11, 0, 1, 99, 4, 5, 12, 13, 10, 11, 6, 7, 2, 3, 14, 15, 0, 1, 4, 5, 8, 9, 0, 1, 8, 9, 6, 7, 99, 2, 3, 14, 15, 12, 13, 10, 11, 4, 5, 12, 13, 4, 5, 2, 3, 10, 11, 14, 15, 99, 0, 1, 8, 9, 6, 7, 10, 11, 6, 7, 2, 3, 8, 9, 14, 15, 12, 13, 0, 1, 4, 5, 2, 3, 10, 11, 99, 8, 9, 6, 7, 12, 13, 14, 15, 0, 1, 4, 5, 8, 9, 6, 7, 14, 15, 99, 10, 11, 4, 5, 2, 3, 12, 13, 0, 1, 2, 3, 12, 13, 8, 9, 4, 5, 14, 15, 0, 1, 6, 7, 10, 11, 8, 9, 4, 5, 99, 10, 11, 0, 1, 14, 15, 2, 3, 12, 13, 6, 7, 12, 13, 6, 7, 0, 1, 10, 11, 99, 4, 5, 2, 3, 14, 15, 8, 9, 10, 11, 0, 1, 8, 9, 6, 7, 12, 13, 14, 15, 4, 5, 2, 3, 14, 15, 8, 9, 99, 4, 5, 0, 1, 6, 7, 2, 3, 12, 13, 10, 11, 99, 6, 7, 14, 15, 2, 3, 8, 9, 12, 13, 10, 11, 4, 5, 0, 1, 2, 3, 12, 13, 4, 5, 6, 7, 10, 11, 14, 15, 0, 1, 99, 8, 9, 14, 15, 6, 7, 2, 3, 0, 1, 4, 5, 10, 11, 8, 9, 12, 13]",None,None,None,0,L1_L2,1047373,3.9.8,L1,16,16,exposure_with_TDT,15439,None,None,None,None,None,None,None,v,r,y,n,None,n,None,None,None,900,1440,24,900,24,0,121,1440,None,15439,"[1772818113256, 1772818123610, 1772818134691, 1772818142688, 1772818149864, 1772818167746, 1772818184344, 1772818194936, 1772818203421, 1772818214701, 1772818222611, 1772818235448, 1772818244863, 1772818256414, 1772818261709, 1772818274640]",None,None,None,"[1772818101525, 1772818101942, 1772818102357, 1772818102773, 1772818103190, 1772818103607, 1772818104024, 1772818104440, 1772818104856, 1772818105273, 1772818105687, 1772818106105, 1772818106521, 1772818106937, 1772818107353, 1772818107770, 1772818108186, 1772818108602, 1772818109019, 1772818109436, 1772818109852, 1772818110268, 1772818110685, 1772818111102, 1772818111518, 1772818111932, 1772818112350, 1772818112766, 1772818113183, 1772818113599, 1772818114015, 1772818114432, 1772818114849, 1772818115264, 1772818115681, 1772818116098, 1772818116513, 1772818116930, 1772818117347, 1772818117764, 1772818118179, 1772818118596, 1772818119012, 1772818119429, 1772818119843, 1772818120261, 1772818120678, 1772818121093, 1772818121510, 1772818121927, 1772818122343, 1772818122759, 1772818123176, 1772818123591, 1772818124009, 1772818124425, 1772818124841, 1772818125259, 1772818125674, 1772818126091, 1772818126507, 1772818126923, 1772818127340, 1772818127756, 1772818128173, 1772818128589, 1772818129005, 1772818129422, 1772818129837, 1772818130253, 1772818130671, 1772818131087, 1772818131503, 1772818131920, 1772818132336, 1772818132753, 1772818133169, 1772818133586, 1772818134002, 1772818134418, 1772818134835, 1772818135251, 1772818135668, 1772818136085, 1772818136500, 1772818136917, 1772818137333, 1772818137749, 1772818138166, 1772818138582, 1772818138999, 1772818139414, 1772818139831, 1772818140248, 1772818140665, 1772818141080, 1772818141497, 1772818141913, 1772818142330, 1772818142745, 1772818143162, 1772818143579, 1772818143995, 1772818144411, 1772818144828, 1772818145242, 1772818145660, 1772818146076, 1772818146493, 1772818146909, 1772818147325, 1772818147742, 1772818148159, 1772818148575, 1772818148990, 1772818149408, 1772818149823, 1772818150241, 1772818150658, 1772818151071, 1772818151488, 1772818151906, 1772818152321, 1772818152739, 1772818153155, 1772818153572, 1772818153988, 1772818154403, 1772818154820, 1772818155237, 1772818155653, 1772818156069, 1772818156486, 1772818156903, 1772818157319, 1772818157735, 1772818158152, 1772818158568, 1772818158985, 1772818159401, 1772818159817, 1772818160234, 1772818160649, 1772818161066, 1772818161482, 1772818161899, 1772818162315, 1772818162732, 1772818163148, 1772818163565, 1772818163981, 1772818164398, 1772818164814, 1772818165231, 1772818165647, 1772818166063, 1772818166480, 1772818166896, 1772818167312, 1772818167729, 1772818168145, 1772818168563, 1772818168979, 1772818169394, 1772818169812, 1772818170226, 1772818170643, 1772818171060, 1772818171475, 1772818171892, 1772818172309, 1772818172726, 1772818173141, 1772818173558, 1772818173974, 1772818174391, 1772818174807, 1772818175224, 1772818175640, 1772818176056, 1772818176472, 1772818176889, 1772818177305, 1772818177723, 1772818178137, 1772818178555, 1772818178971, 1772818179387, 1772818179804, 1772818180220, 1772818180637, 1772818181052, 1772818181470, 1772818181885, 1772818182302, 1772818182718, 1772818183134, 1772818183552, 1772818183967, 1772818184384, 1772818184800, 1772818185217, 1772818185633, 1772818186049, 1772818186465, 1772818186883, 1772818187298, 1772818187715, 1772818188131, 1772818188548, 1772818188965, 1772818189380, 1772818189797, 1772818190213, 1772818190629, 1772818191046, 1772818191462, 1772818191878, 1772818192295, 1772818192712, 1772818193127, 1772818193544, 1772818193960, 1772818194376, 1772818194793, 1772818195209, 1772818195626, 1772818196043, 1772818196459, 1772818196875, 1772818197292, 1772818197707, 1772818198124, 1772818198541, 1772818198957, 1772818199373, 1772818199790, 1772818200207, 1772818200623, 1772818201039, 1772818201455, 1772818201872, 1772818202289, 1772818202705, 1772818203121, 1772818203538, 1772818203953, 1772818204370, 1772818204786, 1772818205204, 1772818205619, 1772818206036, 1772818206452, 1772818206869, 1772818207285, 1772818207701, 1772818208118, 1772818208533, 1772818208950, 1772818209367, 1772818209783, 1772818210199, 1772818210615, 1772818211031, 1772818211449, 1772818211865, 1772818212282, 1772818212698, 1772818213114, 1772818213530, 1772818213947, 1772818214363, 1772818214780, 1772818215197, 1772818215612, 1772818216029, 1772818216445, 1772818216861, 1772818217278, 1772818217695, 1772818218110, 1772818218527, 1772818218943, 1772818219359, 1772818219777, 1772818220192, 1772818220610, 1772818221025, 1772818221441, 1772818221859, 1772818222274, 1772818222691, 1772818223107, 1772818223523, 1772818223939, 1772818224356, 1772818224773, 1772818225190, 1772818225605, 1772818226022, 1772818226438, 1772818226856, 1772818227271, 1772818227687, 1772818228104, 1772818228522, 1772818228936, 1772818229353, 1772818229770, 1772818230185, 1772818230601, 1772818231018, 1772818231436, 1772818231851, 1772818232268, 1772818232684, 1772818233102, 1772818233517, 1772818233933, 1772818234351, 1772818234765, 1772818235182, 1772818235598, 1772818236015, 1772818236431, 1772818236849, 1772818237263, 1772818237681, 1772818238096, 1772818238513, 1772818238930, 1772818239347, 1772818239761, 1772818240179, 1772818240595, 1772818241011, 1772818241428, 1772818241844, 1772818242261, 1772818242677, 1772818243093, 1772818243510, 1772818243926, 1772818244342, 1772818244759, 1772818245175, 1772818245592, 1772818246009, 1772818246425, 1772818246841, 1772818247257, 1772818247674, 1772818248091, 1772818248507, 1772818248923, 1772818249339, 1772818249757, 1772818250172, 1772818250589, 1772818251004, 1772818251420, 1772818251837, 1772818252253, 1772818252671, 1772818253088, 1772818253503, 1772818253919, 1772818254336, 1772818254753, 1772818255168, 1772818255585, 1772818256001, 1772818256416, 1772818256835, 1772818257251, 1772818257668, 1772818258083, 1772818258499, 1772818258916, 1772818259334, 1772818259749, 1772818260165, 1772818260582, 1772818260998, 1772818261413, 1772818261831, 1772818262248, 1772818262664, 1772818263081, 1772818263496, 1772818263914, 1772818264329, 1772818264745, 1772818265162, 1772818265577, 1772818265994, 1772818266411, 1772818266827, 1772818267243, 1772818267661, 1772818268076, 1772818268494, 1772818268909, 1772818269325, 1772818269742, 1772818270157, 1772818270575, 1772818270991, 1772818271408, 1772818271824, 1772818272239, 1772818272656, 1772818273074, 1772818273489, 1772818273906, 1772818274322]",MacIntel,"[1772818112350, 1772818122759, 1772818134002, 1772818141913, 1772818148990, 1772818166896, 1772818169812, 1772818183552, 1772818193960, 1772818202705, 1772818213947, 1772818221859, 1772818234765, 1772818243510, 1772818255585, 1772818260998, 1772818273906]",94.11764705882352,827.8125,16,17
23,None,None,Mozilla,None,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",None,4,None,None,None,None,None,None,None,d,0,06-02-26,06-02-26,18:13:12,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,1,L1_L2,1047373,3.9.8,L1,None,None,OldNew_test,15439,None,d,None,None,None,None,None,v,r,y,n,None,n,None,None,None,900,1440,24,900,24,0,121,1440,1,15439,None,be_pa_test,1,pseudoword,None,MacIntel,None,None,None,None,None
23,None,None,Mozilla,None,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",None,2,None,None,None,None,None,None,None,d,0,06-02-26,06-02-26,18:13:12,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,2,L1_L2,1047373,3.9.8,L1,None,None,OldNew_test,15439,None,k,None,None,None,None,None,v,r,y,n,None,n,None,None,None,900,1440,24,900,24,0,121,1440,1,15439,None,ju_mi_test,4,pseudoword,None,MacIntel,None,None,None,None,None
23,None,None,Mozilla,None,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",None,2,None,None,None,None,None,None,None,d,0,06-02-26,06-02-26,18:13:12,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,3,L1_L2,1047373,3.9.8,L1,None,None,OldNew_test,15439,None,k,None,None,None,None,None,v,r,y,n,None,n,None,None,None,900,1440,24,900,24,0,121,1440,1,15439,None,ke_ge_test,5,pseudoword,None,MacIntel,None,None,None,None,None
