age,author_name,author_number,browser_codename,browser_detected,browser_name,browser_version,code_author_recog,confidence,correct_author_recog_response,correct_dutch_trial_lextale_response,correct_eng_trial_lextale_response,correct_fre_trial_lextale_response,correct_response,correct_response_author_recog,correct_response_mixed,correct_response_test,count_Stream_Test_sequence,date_startdate,date_startdateUTC,date_starttime,dutch_item,dutch_item_number,dutch_word_status,eng_item,eng_item_number,eng_word_status,experiment_debug,experiment_parameters,experiment_pilot,experiment_taskname,experiment_taskversion,exposure_stream,fre_item,fre_item_number,fre_word_status,global_test_counter,jatosCondition,jatosStudyResultId,jatosVersion,language,nr_correct,ntargets,phase,queryParams_SONA_ID,response_HP_test_question_key,response_OldNew_response,response_author_recog_response,response_behavior_screening_response,response_dutch_trial_lextale_response,response_eng_trial_lextale_response,response_fre_trial_lextale_response,response_gender_input,response_handedness_input,response_informed_consent_key,response_learn_disorder_input,response_mixed_OldNew_response,response_neuro_disorder_input,response_notes_response,response_smartphone_response,response_word_origin_response,screen_availableHeight,screen_availableWidth,screen_colorDepth,screen_height,screen_pixelDepth,screen_screenX,screen_screenY,screen_width,set_origin,sona_participant_id,space_press_times,stimulus,stimulus_idx,stimulus_type,syllable_onset_time,system_os,target_onset_times,tdt_accuracy,tdt_mean_rt,tdt_total_hits,tdt_total_targets
18,None,None,Mozilla,None,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",None,None,None,None,None,None,3,None,None,None,None,19-01-26,19-01-26,17:24:00,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,0,L1_L2,1038366,3.9.8,None,None,16,None,15870,3,None,None,None,None,None,None,v,r,y,j,None,n,None,None,None,924,1470,30,956,30,0,124,1470,None,15870,[],None,None,None,[],MacIntel,[],None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",None,None,None,None,None,None,3,None,None,None,None,19-01-26,19-01-26,17:24:00,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,0,L1_L2,1038366,3.9.8,None,None,16,None,15870,3,None,None,None,None,None,None,v,r,y,j,None,n,None,None,None,924,1470,30,956,30,0,124,1470,None,15870,[],None,None,None,[],MacIntel,[],None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",None,None,None,None,None,None,1,None,None,None,None,19-01-26,19-01-26,17:24:00,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,0,L1_L2,1038366,3.9.8,None,None,16,None,15870,1,None,None,None,None,None,None,v,r,y,j,None,n,None,None,None,924,1470,30,956,30,0,124,1470,None,15870,[],None,None,None,[],MacIntel,[],None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",None,None,None,None,None,None,1,None,None,None,None,19-01-26,19-01-26,17:24:00,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,0,L1_L2,1038366,3.9.8,None,None,16,None,15870,1,None,None,None,None,None,None,v,r,y,j,None,n,None,None,None,924,1470,30,956,30,0,124,1470,None,15870,[],None,None,None,[],MacIntel,[],None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",None,None,None,None,None,None,2,None,None,None,None,19-01-26,19-01-26,17:24:00,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,0,L1_L2,1038366,3.9.8,None,None,16,None,15870,2,None,None,None,None,None,None,v,r,y,j,None,n,None,None,None,924,1470,30,956,30,0,124,1470,None,15870,[],None,None,None,[],MacIntel,[],None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",None,None,None,None,None,None,2,None,None,None,None,19-01-26,19-01-26,17:24:00,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,0,L1_L2,1038366,3.9.8,None,None,16,None,15870,2,None,None,None,None,None,None,v,r,y,j,None,n,None,None,None,924,1470,30,956,30,0,124,1470,None,15870,[],None,None,None,[],MacIntel,[],None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",None,None,None,None,None,None,None,None,None,None,0,19-01-26,19-01-26,17:24:00,None,None,None,None,None,None,0,0,0,0,0,"[4, 5, 6, 7, 12, 13, 2, 3, 10, 11, 14, 15, 8, 9, 0, 1, 4, 5, 8, 9, 14, 15, 10, 11, 6, 7, 2, 3, 12, 13, 0, 1, 14, 15, 99, 6, 7, 12, 13, 8, 9, 2, 3, 4, 5, 10, 11, 0, 1, 4, 5, 99, 0, 1, 10, 11, 2, 3, 14, 15, 12, 13, 8, 9, 6, 7, 12, 13, 14, 15, 6, 7, 4, 5, 8, 9, 2, 3, 99, 0, 1, 10, 11, 4, 5, 10, 11, 8, 9, 12, 13, 2, 3, 14, 15, 6, 7, 0, 1, 4, 5, 0, 1, 14, 15, 10, 11, 99, 8, 9, 2, 3, 6, 7, 12, 13, 14, 15, 4, 5, 2, 3, 99, 6, 7, 10, 11, 8, 9, 0, 1, 12, 13, 8, 9, 0, 1, 2, 3, 14, 15, 6, 7, 10, 11, 4, 5, 99, 12, 13, 0, 1, 2, 3, 6, 7, 14, 15, 12, 13, 10, 11, 8, 9, 4, 5, 14, 15, 8, 9, 0, 1, 4, 5, 6, 7, 12, 13, 2, 3, 99, 10, 11, 4, 5, 10, 11, 8, 9, 14, 15, 12, 13, 2, 3, 0, 1, 6, 7, 12, 13, 10, 11, 4, 5, 99, 2, 3, 14, 15, 0, 1, 6, 7, 8, 9, 0, 1, 99, 4, 5, 6, 7, 2, 3, 14, 15, 10, 11, 8, 9, 12, 13, 8, 9, 6, 7, 14, 15, 12, 13, 99, 2, 3, 4, 5, 10, 11, 0, 1, 2, 3, 8, 9, 0, 1, 10, 11, 6, 7, 12, 13, 14, 15, 4, 5, 8, 9, 12, 13, 4, 5, 6, 7, 14, 15, 99, 2, 3, 0, 1, 10, 11, 2, 3, 6, 7, 0, 1, 99, 10, 11, 14, 15, 8, 9, 12, 13, 4, 5, 2, 3, 8, 9, 10, 11, 0, 1, 6, 7, 14, 15, 99, 4, 5, 12, 13, 2, 3, 12, 13, 8, 9, 14, 15, 0, 1, 4, 5, 6, 7, 10, 11, 4, 5, 10, 11, 99, 12, 13, 2, 3, 8, 9, 6, 7, 14, 15, 0, 1, 4, 5, 12, 13, 0, 1, 14, 15, 6, 7, 8, 9, 2, 3, 10, 11, 0, 1, 99, 10, 11, 14, 15, 4, 5, 12, 13, 8, 9, 2, 3, 6, 7, 12, 13, 4, 5, 0, 1, 6, 7, 10, 11, 99, 14, 15, 8, 9, 2, 3, 0, 1, 12, 13, 8, 9, 99, 2, 3, 10, 11, 14, 15, 4, 5, 6, 7, 2, 3, 0, 1, 14, 15, 10, 11, 4, 5, 6, 7, 12, 13, 8, 9]",None,None,None,0,L1_L2,1038366,3.9.8,L1,17,16,exposure_with_TDT,15870,None,None,None,None,None,None,None,v,r,y,j,None,n,None,None,None,924,1470,30,956,30,0,124,1470,None,15870,"[1771518714735, 1771518721936, 1771518733119, 1771518745106, 1771518751346, 1771518761821, 1771518775606, 1771518786125, 1771518791411, 1771518800995, 1771518815613, 1771518820972, 1771518830563, 1771518840866, 1771518853959, 1771518855335, 1771518864229, 1771518869790]",None,None,None,"[1771518699891, 1771518700306, 1771518700722, 1771518701139, 1771518701555, 1771518701972, 1771518702389, 1771518702805, 1771518703222, 1771518703639, 1771518704056, 1771518704472, 1771518704889, 1771518705305, 1771518705722, 1771518706139, 1771518706555, 1771518706972, 1771518707389, 1771518707805, 1771518708222, 1771518708639, 1771518709055, 1771518709472, 1771518709890, 1771518710305, 1771518710722, 1771518711139, 1771518711555, 1771518711972, 1771518712390, 1771518712806, 1771518713222, 1771518713640, 1771518714055, 1771518714472, 1771518714890, 1771518715305, 1771518715722, 1771518716139, 1771518716555, 1771518716972, 1771518717390, 1771518717805, 1771518718222, 1771518718640, 1771518719055, 1771518719471, 1771518719889, 1771518720305, 1771518720722, 1771518721139, 1771518721556, 1771518721972, 1771518722389, 1771518722805, 1771518723223, 1771518723639, 1771518724055, 1771518724472, 1771518724890, 1771518725306, 1771518725722, 1771518726140, 1771518726556, 1771518726972, 1771518727389, 1771518727805, 1771518728222, 1771518728639, 1771518729056, 1771518729472, 1771518729889, 1771518730305, 1771518730722, 1771518731139, 1771518731555, 1771518731972, 1771518732389, 1771518732806, 1771518733222, 1771518733639, 1771518734055, 1771518734472, 1771518734890, 1771518735305, 1771518735722, 1771518736140, 1771518736555, 1771518736972, 1771518737390, 1771518737806, 1771518738222, 1771518738640, 1771518739055, 1771518739472, 1771518739890, 1771518740305, 1771518740722, 1771518741139, 1771518741555, 1771518741972, 1771518742389, 1771518742805, 1771518743222, 1771518743639, 1771518744055, 1771518744472, 1771518744889, 1771518745305, 1771518745722, 1771518746140, 1771518746555, 1771518746972, 1771518747389, 1771518747805, 1771518748222, 1771518748639, 1771518749055, 1771518749472, 1771518749888, 1771518750305, 1771518750722, 1771518751139, 1771518751555, 1771518751972, 1771518752389, 1771518752805, 1771518753222, 1771518753639, 1771518754055, 1771518754472, 1771518754889, 1771518755305, 1771518755722, 1771518756140, 1771518756555, 1771518756972, 1771518757390, 1771518757805, 1771518758222, 1771518758640, 1771518759055, 1771518759472, 1771518759889, 1771518760305, 1771518760722, 1771518761139, 1771518761555, 1771518761973, 1771518762389, 1771518762805, 1771518763222, 1771518763639, 1771518764055, 1771518764472, 1771518764890, 1771518765305, 1771518765722, 1771518766139, 1771518766555, 1771518766972, 1771518767389, 1771518767805, 1771518768222, 1771518768639, 1771518769056, 1771518769472, 1771518769889, 1771518770305, 1771518770722, 1771518771139, 1771518771555, 1771518771972, 1771518772389, 1771518772805, 1771518773222, 1771518773639, 1771518774056, 1771518774472, 1771518774890, 1771518775305, 1771518775722, 1771518776139, 1771518776556, 1771518776972, 1771518777389, 1771518777805, 1771518778222, 1771518778640, 1771518779055, 1771518779472, 1771518779889, 1771518780306, 1771518780722, 1771518781139, 1771518781556, 1771518781973, 1771518782389, 1771518782805, 1771518783222, 1771518783639, 1771518784056, 1771518784472, 1771518784889, 1771518785305, 1771518785722, 1771518786139, 1771518786556, 1771518786972, 1771518787390, 1771518787806, 1771518788222, 1771518788639, 1771518789056, 1771518789472, 1771518789889, 1771518790306, 1771518790722, 1771518791139, 1771518791556, 1771518791972, 1771518792389, 1771518792805, 1771518793222, 1771518793639, 1771518794055, 1771518794472, 1771518794890, 1771518795306, 1771518795722, 1771518796139, 1771518796556, 1771518796972, 1771518797390, 1771518797805, 1771518798222, 1771518798639, 1771518799055, 1771518799472, 1771518799889, 1771518800306, 1771518800722, 1771518801140, 1771518801556, 1771518801972, 1771518802389, 1771518802805, 1771518803222, 1771518803639, 1771518804055, 1771518804472, 1771518804889, 1771518805305, 1771518805722, 1771518806139, 1771518806557, 1771518806972, 1771518807389, 1771518807805, 1771518808222, 1771518808639, 1771518809056, 1771518809472, 1771518809890, 1771518810305, 1771518810722, 1771518811139, 1771518811555, 1771518811972, 1771518812389, 1771518812806, 1771518813222, 1771518813639, 1771518814056, 1771518814472, 1771518814889, 1771518815305, 1771518815722, 1771518816139, 1771518816555, 1771518816972, 1771518817389, 1771518817806, 1771518818222, 1771518818639, 1771518819055, 1771518819472, 1771518819889, 1771518820306, 1771518820722, 1771518821139, 1771518821555, 1771518821972, 1771518822389, 1771518822805, 1771518823222, 1771518823639, 1771518824055, 1771518824472, 1771518824889, 1771518825306, 1771518825722, 1771518826139, 1771518826555, 1771518826972, 1771518827388, 1771518827806, 1771518828222, 1771518828639, 1771518829055, 1771518829472, 1771518829889, 1771518830306, 1771518830722, 1771518831139, 1771518831556, 1771518831972, 1771518832389, 1771518832806, 1771518833222, 1771518833639, 1771518834056, 1771518834472, 1771518834889, 1771518835306, 1771518835722, 1771518836139, 1771518836557, 1771518836973, 1771518837389, 1771518837806, 1771518838222, 1771518838639, 1771518839056, 1771518839472, 1771518839890, 1771518840306, 1771518840722, 1771518841139, 1771518841555, 1771518841973, 1771518842389, 1771518842806, 1771518843222, 1771518843639, 1771518844055, 1771518844472, 1771518844889, 1771518845305, 1771518845723, 1771518846139, 1771518846556, 1771518846972, 1771518847390, 1771518847806, 1771518848223, 1771518848639, 1771518849056, 1771518849472, 1771518849889, 1771518850306, 1771518850723, 1771518851139, 1771518851556, 1771518851973, 1771518852389, 1771518852805, 1771518853223, 1771518853639, 1771518854056, 1771518854472, 1771518854890, 1771518855306, 1771518855723, 1771518856139, 1771518856556, 1771518856973, 1771518857389, 1771518857806, 1771518858222, 1771518858639, 1771518859056, 1771518859472, 1771518859889, 1771518860306, 1771518860722, 1771518861139, 1771518861555, 1771518861973, 1771518862389, 1771518862806, 1771518863222, 1771518863639, 1771518864056, 1771518864473, 1771518864889, 1771518865306, 1771518865723, 1771518866139, 1771518866556, 1771518866972, 1771518867389, 1771518867806, 1771518868221, 1771518868639, 1771518869056, 1771518869472, 1771518869890, 1771518870306, 1771518870723, 1771518871139, 1771518871556, 1771518871973, 1771518872389, 1771518872806]",MacIntel,"[1771518714055, 1771518721139, 1771518732389, 1771518744472, 1771518750722, 1771518761139, 1771518774890, 1771518785305, 1771518790722, 1771518800306, 1771518814889, 1771518820306, 1771518829889, 1771518840306, 1771518853223, 1771518863639, 1771518869056]",100,690.8823529411765,17,17
18,None,None,Mozilla,None,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",None,6,None,None,None,None,None,None,None,d,0,19-01-26,19-01-26,17:24:00,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,1,L1_L2,1038366,3.9.8,L1,None,None,OldNew_test,15870,None,d,None,None,None,None,None,v,r,y,j,None,n,None,None,None,924,1470,30,956,30,0,124,1470,1,15870,None,je_wo_test,3,pseudoword,None,MacIntel,None,None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",None,6,None,None,None,None,None,None,None,k,0,19-01-26,19-01-26,17:24:00,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,2,L1_L2,1038366,3.9.8,L1,None,None,OldNew_test,15870,None,d,None,None,None,None,None,v,r,y,j,None,n,None,None,None,924,1470,30,956,30,0,124,1470,1,15870,None,ke_va_test,13,nonword,None,MacIntel,None,None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",None,3,None,None,None,None,None,None,None,k,0,19-01-26,19-01-26,17:24:00,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,3,L1_L2,1038366,3.9.8,L1,None,None,OldNew_test,15870,None,d,None,None,None,None,None,v,r,y,j,None,n,None,None,None,924,1470,30,956,30,0,124,1470,1,15870,None,be_ge_test,9,nonword,None,MacIntel,None,None,None,None,None
